"TIME","GEO","UNIT","DIRECT","NA_ITEM","Value","Flag and Footnotes"
"2008","RO1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,400","b"
"2008","RO11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,300","b"
"2008","RO12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,500","b"
"2008","RO2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,600","b"
"2008","RO21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,300","b"
"2008","RO22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,100","b"
"2008","RO3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,500","b"
"2008","RO31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,800","b"
"2008","RO32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","9,400","b"
"2008","RO4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","3,400","b"
"2008","RO41","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","2,800","b"
"2008","RO42","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","4,100","b"
"2008","SI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,700",""
"2008","SI0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","11,700",""
"2008","SI03","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","10,700",""
"2008","SI04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","12,900",""
"2008","SK","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,400",""
"2008","SK0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,400",""
"2008","SK01","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","13,400",""
"2008","SK02","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","7,400",""
"2008","SK03","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","6,800",""
"2008","SK04","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","5,700",""
"2008","FI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,300",""
"2008","FI1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,300",""
"2008","FI19","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,700",""
"2008","FI1B","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","26,600",""
"2008","FI1C","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,000",""
"2008","FI1D","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,900",""
"2008","FI2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,700",""
"2008","FI20","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,700",""
"2008","SE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","21,000",""
"2008","SE1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,000",""
"2008","SE11","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,800",""
"2008","SE12","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,400",""
"2008","SE2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,300",""
"2008","SE21","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,400",""
"2008","SE22","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,000",""
"2008","SE23","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,900",""
"2008","SE3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,400",""
"2008","SE31","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,400",""
"2008","SE32","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,500",""
"2008","SE33","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,500",""
"2008","UK","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,300",""
"2008","UKC","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,100",""
"2008","UKC1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,700",""
"2008","UKC2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,400",""
"2008","UKD","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,700",""
"2008","UKD1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,300",""
"2008","UKD3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,400",""
"2008","UKD4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,900",""
"2008","UKD6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,600",""
"2008","UKD7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,800",""
"2008","UKE","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,600",""
"2008","UKE1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,800",""
"2008","UKE2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,700",""
"2008","UKE3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,100",""
"2008","UKE4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,500",""
"2008","UKF","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,900",""
"2008","UKF1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,100",""
"2008","UKF2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,200",""
"2008","UKF3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,400",""
"2008","UKG","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","19,700",""
"2008","UKG1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,700",""
"2008","UKG2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,800",""
"2008","UKG3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,100",""
"2008","UKH","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,500",""
"2008","UKH1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,100",""
"2008","UKH2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,900",""
"2008","UKH3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,600",""
"2008","UKI","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","33,800",""
"2008","UKI3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","64,400",""
"2008","UKI4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","28,900",""
"2008","UKI5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","25,100",""
"2008","UKI6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","31,100",""
"2008","UKI7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","30,900",""
"2008","UKJ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","27,400",""
"2008","UKJ1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","30,500",""
"2008","UKJ2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","29,100",""
"2008","UKJ3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,600",""
"2008","UKJ4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,000",""
"2008","UKK","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,300",""
"2008","UKK1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","24,300",""
"2008","UKK2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,300",""
"2008","UKK3","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,400",""
"2008","UKK4","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,100",""
"2008","UKL","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,400",""
"2008","UKL1","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","17,300",""
"2008","UKL2","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,500",""
"2008","UKM","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","22,300",""
"2008","UKM5","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","28,300",""
"2008","UKM6","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,800",""
"2008","UKM7","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","23,300",""
"2008","UKM8","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,700",""
"2008","UKM9","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","20,400",""
"2008","UKN","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,300",""
"2008","UKN0","Euro per inhabitant","Balance","Balance of primary incomes/National income, net","18,300",""
"2008","UKZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
"2008","UKZZ","Euro per inhabitant","Balance","Balance of primary incomes/National income, net",":",""
